state,city,population_2024
Illinois,New Holland Village,267.0
Illinois,New Lenox Village,28480.0
Illinois,Newman City,773.0
Illinois,New Milford Village,807.0
Illinois,New Minden Village,163.0
Illinois,New Salem Village,116.0
Illinois,Newton City,2722.0
Illinois,Niantic Village,588.0
Illinois,Niles Village,29918.0
Illinois,Nilwood Town,196.0
Illinois,Noble Village,613.0
Illinois,Nokomis City,2127.0
Illinois,Nora Village,110.0
Illinois,Normal Town,53304.0
Illinois,Norridge Village,14817.0
Illinois,Norris Village,167.0
Illinois,Norris City Village,1100.0
Illinois,North Aurora Village,19329.0
Illinois,North Barrington Village,3142.0
Illinois,Northbrook Village,34546.0
Illinois,North Chicago City,30639.0
Illinois,North City Village,499.0
Illinois,Northfield Village,5625.0
Illinois,North Henderson Village,159.0
Illinois,Northlake City,12433.0
Illinois,North Pekin Village,1439.0
Illinois,North Riverside Village,7161.0
Illinois,North Utica Village,1343.0
Illinois,Norwood Village,433.0
Illinois,Oak Brook Village,8188.0
Illinois,Oakbrook Terrace City,2729.0
Illinois,Oakdale Village,197.0
Illinois,Oakford Village,228.0
Illinois,Oak Forest City,26813.0
Illinois,Oak Grove Village,470.0
Illinois,Oakland City,720.0
Illinois,Oak Lawn Village,56531.0
Illinois,Oak Park Village,52947.0
Illinois,Oakwood Village,1275.0
Illinois,Oakwood Hills Village,2059.0
Illinois,Oblong Village,1349.0
Illinois,Oconee Village,136.0
Illinois,Odell Village,983.0
Illinois,Odin Village,903.0
Illinois,O'Fallon City,32169.0
Illinois,Ogden Village,730.0
Illinois,Oglesby City,3626.0
Illinois,Ohio Village,458.0
Illinois,Ohlman Village,107.0
Illinois,Okawville Village,1347.0
Illinois,Old Mill Creek Village,160.0
Illinois,Old Ripley Village,80.0
Illinois,Old Shawneetown Village,104.0
Illinois,Olmsted Village,267.0
Illinois,Olney City,8431.0
Illinois,Olympia Fields Village,4593.0
Illinois,Omaha Village,206.0
Illinois,Onarga Village,1294.0
Illinois,Oneida City,681.0
Illinois,Oquawka Village,1074.0
Illinois,Orangeville Village,739.0
Illinois,Oreana Village,858.0
Illinois,Oregon City,3570.0
Illinois,Orient City,321.0
Illinois,Orion Village,1714.0
Illinois,Orland Hills Village,6676.0
Illinois,Orland Park Village,58020.0
Illinois,Oswego Village,38778.0
Illinois,Ottawa City,18775.0
Illinois,Otterville Town,83.0
Illinois,Owaneco Village,204.0
Illinois,Palatine Village,65951.0
Illinois,Palestine Village,1207.0
Illinois,Palmer Village,211.0
Illinois,Palmyra Village,592.0
Illinois,Palos Heights City,12088.0
Illinois,Palos Hills City,18026.0
Illinois,Palos Park Village,4810.0
Illinois,Pana City,5034.0
Illinois,Panama Village,321.0
Illinois,Panola Village,43.0
Illinois,Papineau Village,130.0
Illinois,Paris City,8078.0
Illinois,Park City City,7940.0
Illinois,Parkersburg Village,186.0
Illinois,Park Forest Village,21016.0
Illinois,Park Ridge City,38445.0
Illinois,Patoka Village,508.0
Illinois,Pawnee Village,2698.0
Illinois,Paw Paw Village,806.0
Illinois,Paxton City,4402.0
Illinois,Payson Village,998.0
Illinois,Pearl Village,105.0
Illinois,Pearl City Village,756.0
Illinois,Pecatonica Village,2058.0
Illinois,Pekin City,31266.0
Illinois,Peoria City,111696.0
Illinois,Peoria Heights Village,5802.0
Illinois,Peotone Village,4228.0
Illinois,Percy Village,907.0
Illinois,Perry Village,305.0
Illinois,Peru City,9793.0
Illinois,Pesotum Village,553.0
Illinois,Petersburg City,2156.0
Illinois,Phillipstown Village,34.0
Illinois,Philo Village,1385.0
Illinois,Phoenix Village,1650.0
Illinois,Pierron Village,445.0
Illinois,Pinckneyville City,4963.0
Illinois,Pingree Grove Village,11512.0
Illinois,Piper City Village,737.0
Illinois,Pittsburg Village,561.0
Illinois,Pittsfield City,4048.0
Illinois,Plainfield Village,48881.0
Illinois,Plainville Village,260.0
Illinois,Plano City,12677.0
Illinois,Plattville Village,221.0
Illinois,Pleasant Hill Village,905.0
Illinois,Pleasant Plains Village,813.0
Illinois,Plymouth Village,421.0
Illinois,Pocahontas Village,669.0
Illinois,Polo City,2238.0
Illinois,Pontiac City,11054.0
Illinois,Pontoon Beach Village,5845.0
Illinois,Pontoosuc Village,98.0
Illinois,Poplar Grove Village,5165.0
Illinois,Port Barrington Village,1579.0
Illinois,Port Byron Village,1643.0
Illinois,Posen Village,5413.0
Illinois,Potomac Village,656.0
Illinois,Prairie City Village,399.0
Illinois,Prairie Du Rocher Village,510.0
Illinois,Prairie Grove Village,1951.0
Illinois,Princeton City,7667.0
Illinois,Princeville Village,1719.0
Illinois,Prophetstown City,1906.0
Illinois,Prospect Heights City,15566.0
Illinois,Pulaski Village,143.0
Illinois,Quincy City,38786.0
Illinois,Radom Village,181.0
Illinois,Raleigh Village,278.0
Illinois,Ramsey Village,895.0
Illinois,Rankin Village,474.0
Illinois,Ransom Village,309.0
Illinois,Rantoul Village,12268.0
Illinois,Rapids City Village,935.0
Illinois,Raritan Village,98.0
Illinois,Raymond Village,919.0
Illinois,Red Bud City,3763.0
Illinois,Reddick Village,195.0
Illinois,Redmon Village,134.0
Illinois,Reynolds Village,488.0
Illinois,Richmond Village,2123.0
Illinois,Richton Park Village,12504.0
Illinois,Richview Village,231.0
Illinois,Ridge Farm Village,753.0
Illinois,Ridgway Village,805.0
Illinois,Ridott Village,123.0
Illinois,Ringwood Village,837.0
Illinois,Rio Village,205.0
Illinois,Ripley Village,51.0
Illinois,Riverdale Village,10299.0
Illinois,River Forest Village,11909.0
Illinois,River Grove Village,10424.0
Illinois,Riverside Village,8964.0
Illinois,Riverton Village,3489.0
Illinois,Riverwoods Village,3784.0
Illinois,Roanoke Village,1928.0
Illinois,Robbins Village,4567.0
Illinois,Roberts Village,345.0
Illinois,Robinson City,7053.0
Illinois,Rochelle City,9510.0
Illinois,Rochester Village,4044.0
Illinois,Rockbridge Village,172.0
Illinois,Rock City Village,287.0
Illinois,Rockdale Village,1980.0
Illinois,Rock Falls City,8614.0
Illinois,Rockford City,147486.0
Illinois,Rock Island City,36434.0
Illinois,Rockton Village,7861.0
Illinois,Rockwood Village,31.0
Illinois,Rolling Meadows City,23732.0
Illinois,Romeoville Village,41177.0
Illinois,Roodhouse City,1499.0
Illinois,Roscoe Village,10981.0
Illinois,Rose Hill Village,83.0
Illinois,Roselle Village,22871.0
Illinois,Rosemont Village,3822.0
Illinois,Roseville Village,839.0
Illinois,Rosiclare City,955.0
Illinois,Rossville Village,1162.0
Illinois,Round Lake Village,18654.0
Illinois,Round Lake Beach Village,27091.0
Illinois,Round Lake Heights Village,2599.0
Illinois,Round Lake Park Village,7836.0
Illinois,Roxana Village,1408.0
Illinois,Royal Village,288.0
Illinois,Royal Lakes Village,170.0
Illinois,Royalton Village,1043.0
Illinois,Ruma Village,310.0
Illinois,Rushville City,2904.0
Illinois,Russellville Village,88.0
Illinois,Rutland Village,255.0
Illinois,Sadorus Village,400.0
Illinois,Sailor Springs Village,91.0
Illinois,St. Anne Village,1130.0
Illinois,St. Augustine Village,114.0
Illinois,St. Charles City,33482.0
Illinois,St. David Village,505.0
Illinois,St. Elmo City,1243.0
Illinois,Ste. Marie Village,228.0
Illinois,St. Francisville City,527.0
Illinois,St. Jacob Village,1368.0
Illinois,St. Johns Village,157.0
Illinois,St. Joseph Village,3772.0
Illinois,St. Libory Village,608.0
Illinois,St. Peter Village,312.0
Illinois,St. Rose Village,466.0
Illinois,Salem City,7016.0
Illinois,Sammons Point Village,215.0
Illinois,Sandoval Village,1125.0
Illinois,Sandwich City,7299.0
Illinois,San Jose Village,469.0
Illinois,Sauget Village,134.0
Illinois,Sauk Village Village,9627.0
Illinois,Saunemin Village,406.0
Illinois,Savanna City,2713.0
Illinois,Savoy Village,9260.0
Illinois,Sawyerville Village,262.0
Illinois,Saybrook Village,645.0
Illinois,Scales Mound Village,419.0
Illinois,Schaumburg Village,77099.0
Illinois,Schiller Park Village,11325.0
Illinois,Schram City Village,554.0
Illinois,Sciota Village,36.0
Illinois,Scottville Village,95.0
Illinois,Seaton Village,206.0
Illinois,Seatonville Village,312.0
Illinois,Secor Village,337.0
Illinois,Seneca Village,2310.0
Illinois,Sesser City,1876.0
Illinois,Shabbona Village,852.0
Illinois,Shannon Village,841.0
Illinois,Shawneetown City,998.0
Illinois,Sheffield Village,798.0
Illinois,Shelbyville City,4540.0
Illinois,Sheldon Village,930.0
Illinois,Sheridan Village,2413.0
Illinois,Sherman Village,4634.0
Illinois,Sherrard Village,688.0
Illinois,Shiloh Village,14754.0
Illinois,Shipman Town,499.0
Illinois,Shorewood Village,18522.0
Illinois,Shumway Village,186.0
Illinois,Sibley Village,287.0
Illinois,Sidell Village,467.0
Illinois,Sidney Village,1194.0
Illinois,Sigel Town,317.0
Illinois,Silvis City,8003.0
Illinois,Simpson Village,44.0
Illinois,Sims Village,169.0
Illinois,Skokie Village,65850.0
Illinois,Sleepy Hollow Village,3137.0
Illinois,Smithboro Village,151.0
Illinois,Smithfield Village,184.0
Illinois,Smithton Village,3888.0
Illinois,Somonauk Village,1761.0
Illinois,Sorento Village,409.0
Illinois,South Barrington Village,5061.0
Illinois,South Beloit City,7983.0
Illinois,South Chicago Heights Village,3887.0
Illinois,South Elgin Village,24921.0
Illinois,Southern View Village,1551.0
Illinois,South Holland Village,20775.0
Illinois,South Jacksonville Village,3197.0
Illinois,South Pekin Village,965.0
Illinois,South Roxana Village,1849.0
Illinois,South Wilmington Village,715.0
Illinois,Sparland Village,355.0
Illinois,Sparta City,4040.0
Illinois,Spaulding Village,790.0
Illinois,Spillertown Village,177.0
Illinois,Spring Bay Village,483.0
Illinois,Springerton Village,114.0
Illinois,Springfield City,112949.0
Illinois,Spring Grove Village,5554.0
Illinois,Spring Valley City,5404.0
Illinois,Standard Village,222.0
Illinois,Standard City Village,129.0
Illinois,Stanford Village,588.0
Illinois,Staunton City,4935.0
Illinois,Steeleville Village,1895.0
Illinois,Steger Village,9376.0
Illinois,Sterling City,14535.0
Illinois,Steward Village,223.0
Illinois,Stewardson Village,718.0
Illinois,Stickney Village,6902.0
Illinois,Stillman Valley Village,1052.0
Illinois,Stockton Village,1668.0
Illinois,Stonefort Village,219.0
Illinois,Stone Park Village,4473.0
Illinois,Stonington Village,800.0
Illinois,Stoy Village,106.0
Illinois,Strasburg Village,517.0
Illinois,Strawn Village,102.0
Illinois,Streamwood Village,38360.0
Illinois,Streator City,12295.0
Illinois,Stronghurst Village,772.0
Illinois,Sublette Village,372.0
Illinois,Sugar Grove Village,9339.0
Illinois,Sullivan City,4298.0
Illinois,Summerfield Village,331.0
Illinois,Summit Village,10761.0
Illinois,Sumner City,2596.0
Illinois,Sun River Terrace Village,450.0
Illinois,Swansea Village,14445.0
Illinois,Sycamore City,18968.0
Illinois,Symerton Village,124.0
Illinois,Table Grove Village,333.0
Illinois,Tallula Village,424.0
Illinois,Tamaroa Village,527.0
Illinois,Tamms Village,373.0
Illinois,Tampico Village,675.0
Illinois,Taylor Springs Village,725.0
Illinois,Taylorville City,10263.0
Illinois,Tennessee Village,100.0
Illinois,Teutopolis Village,1694.0
Illinois,Thawville Village,205.0
Illinois,Thayer Village,616.0
Illinois,Thebes Village,182.0
Illinois,Third Lake Village,1114.0
Illinois,Thomasboro Village,1023.0
Illinois,Thompsonville Village,479.0
Illinois,Thomson Village,1595.0
Illinois,Thornton Village,2300.0
Illinois,Tilden Village,750.0
Illinois,Tilton Village,2533.0
Illinois,Timberlane Village,902.0
Illinois,Tinley Park Village,54856.0
Illinois,Tiskilwa Village,714.0
Illinois,Toledo Village,1141.0
Illinois,Tolono Village,3581.0
Illinois,Toluca City,1321.0
Illinois,Tonica Village,736.0
Illinois,Topeka Village,56.0
Illinois,Toulon City,1165.0
Illinois,Tovey Village,447.0
Illinois,Towanda Village,426.0
Illinois,Tower Hill Village,473.0
Illinois,Tower Lakes Village,1213.0
Illinois,Tremont Village,2247.0
Illinois,Trenton City,2656.0
Illinois,Trout Valley Village,507.0
Illinois,Troy City,11810.0
Illinois,Troy Grove Village,222.0
Illinois,Tuscola City,4658.0
Illinois,Ullin Village,460.0
Illinois,Union Village,690.0
Illinois,Union Hill Village,52.0
Illinois,University Park Village,7043.0
Illinois,Urbana City,39831.0
Illinois,Ursa Village,588.0
Illinois,Valier Village,539.0
Illinois,Valley City Village,15.0
Illinois,Valmeyer Village,1214.0
Illinois,Vandalia City,7358.0
Illinois,Varna Village,372.0
Illinois,Venedy Village,123.0
Illinois,Venice City,1452.0
Illinois,Vergennes Village,236.0
Illinois,Vermilion Village,194.0
Illinois,Vermont Village,559.0
Illinois,Vernon Village,100.0
Illinois,Vernon Hills Village,27002.0
Illinois,Verona Village,207.0
Illinois,Versailles Village,454.0
Illinois,Victoria Village,259.0
Illinois,Vienna City,1350.0
Illinois,Villa Grove City,2450.0
Illinois,Villa Park Village,22020.0
Illinois,Viola Village,843.0
Illinois,Virden City,3147.0
Illinois,Virgil Village,284.0
Illinois,Virginia City,1470.0
Illinois,Volo Village,7361.0
Illinois,Wadsworth Village,3502.0
Illinois,Waggoner Village,180.0
Illinois,Walnut Village,1265.0
Illinois,Walnut Hill Village,93.0
Illinois,Walshville Village,60.0
Illinois,Waltonville Village,402.0
Illinois,Wamac City,965.0
Illinois,Wapella Village,503.0
Illinois,Warren Village,1276.0
Illinois,Warrensburg Village,1086.0
Illinois,Warrenville City,15247.0
Illinois,Warsaw City,1456.0
Illinois,Washburn Village,1011.0
Illinois,Washington City,15857.0
Illinois,Washington Park Village,2481.0
Illinois,Wataga Village,723.0
Illinois,Waterloo City,11165.0
Illinois,Waterman Village,1543.0
Illinois,Watseka City,4495.0
Illinois,Watson Village,657.0
Illinois,Wauconda Village,14055.0
Illinois,Waukegan City,88570.0
Illinois,Waverly City,1147.0
Illinois,Wayne Village,2285.0
Illinois,Wayne City Village,992.0
Illinois,Waynesville Village,376.0
Illinois,Weldon Village,359.0
Illinois,Wellington Village,195.0
Illinois,Wenona City,955.0
Illinois,Wenonah Village,28.0
Illinois,West Brooklyn Village,128.0
Illinois,Westchester Village,16313.0
Illinois,West Chicago City,25469.0
Illinois,West City Village,640.0
Illinois,West Dundee Village,7906.0
Illinois,Western Springs Village,13529.0
Illinois,Westfield Village,520.0
Illinois,West Frankfort City,7131.0
Illinois,Westmont Village,24308.0
Illinois,West Peoria City,4204.0
Illinois,West Point Village,136.0
Illinois,West Salem Village,745.0
Illinois,Westville Village,3035.0
Illinois,Wheaton City,53741.0
Illinois,Wheeler Village,97.0
Illinois,Wheeling Village,38329.0
Illinois,White City Village,216.0
Illinois,White Hall City,2174.0
Illinois,Williamsfield Village,557.0
Illinois,Williamson Village,174.0
Illinois,Williamsville Village,1441.0
Illinois,Willisville Village,559.0
Illinois,Willowbrook Village,9179.0
Illinois,Willow Hill Village,168.0
Illinois,Willow Springs Village,5793.0
Illinois,Wilmette Village,27443.0
Illinois,Wilmington Village,86.0
Illinois,Wilmington City,5629.0
Illinois,Wilsonville Village,527.0
Illinois,Winchester City,1510.0
Illinois,Windsor Village,652.0
Illinois,Windsor City,1037.0
Illinois,Winfield Village,10199.0
Illinois,Winnebago Village,2907.0
Illinois,Winnetka Village,12494.0
Illinois,Winslow Village,270.0
Illinois,Winthrop Harbor Village,6565.0
Illinois,Witt City,766.0
Illinois,Wonder Lake Village,5296.0
Illinois,Wood Dale City,13983.0
Illinois,Woodhull Village,733.0
Illinois,Woodland Village,237.0
Illinois,Woodlawn Village,607.0
Illinois,Woodridge Village,34103.0
Illinois,Wood River City,10251.0
Illinois,Woodson Village,484.0
Illinois,Woodstock City,25892.0
Illinois,Worden Village,1070.0
Illinois,Worth Village,10660.0
Illinois,Wyanet Village,858.0
Illinois,Wyoming City,1269.0
Illinois,Xenia Village,370.0
Illinois,Yale Village,66.0
Illinois,Yates City Village,637.0
Illinois,Yorkville City,25986.0
Illinois,Zeigler City,1465.0
Illinois,Zion City,24583.0
"Use, And Disclosure Avoidance Protection Of The Confidential Source Data Used To Produce This Product (Data Management System (Dms) Number: P-6000042 And P-7501659. Disclosure Review Board (Drb) Approval Number: Cbdrb-Fy25-0078).",The Census Bureau Has Reviewed This Data Product To Ensure Appropriate Access,
"2020 Population Due To The Count Question Resolution And Post-Census Group Quarters Review Programs, Geographic Program Revisions, And The Application Of Disclosure Avoidance To Protect Confidentiality. For Population Estimates Methodology Statements, See Https://Www.Census.Gov/Programs-Surveys/Popest/Technical-Documentation/Methodology.Html. All Geographic Boundaries For The 2024 Population Estimates Series Are As Of January 1, 2024. For Updates On Legal Boundary Change/Annexation Data, See Https://Www.Census.Gov/Geographies/Reference-Files/Time-Series/Geo/Bas/Annex.Html. Additional Information On These Localities Can Be Found In The Geographic Boundary Change Notes (See Https://Www.Census.Gov/Programs-Surveys/Geography/Technical-Documentation/Boundary-Change-Notes.Html).",Note: The Estimates Are Based On The 2020 Census And Reflect Changes To The April 1,
"2020 To July 1, 2024 (Sub-Ip-Est2024-Pop-17)",Annual Estimates Of The Resident Population For Incorporated Places In Illinois: April 1,
Population Division,Source: U.S. Census Bureau,
